,filename,dog_sig1,dog_sig2,dog_amp1,dog_amp2,dog_center,dog_image_size,dog_target_std,gabor_sigma,gabor_theta,gabor_Lambda,gabor_psi,gabor_gamma,gabor_center,gabor_image_size,gabor_target_std,dog_model_loss,gabor_model_loss,best_model
0,supRN50_conv1_21_g4_30e_g0_30e_e35_filter_np_arr_0,2.118516206741333,15.411255836486816,0.40177327394485474,0.13703277707099915,1.6404476165771484,"(21, 21)",1.0,3.0,0.3494640290737152,13.906816482543945,-0.333029180765152,1.4283978939056396,1.9104653596878052,"(21, 21)",1.0,"tensor(-4.8379, grad_fn=<NegBackward>)","tensor(-4.7686, grad_fn=<NegBackward>)",dog
1,supRN50_conv1_21_g4_30e_g0_30e_e35_filter_np_arr_1,4.817412376403809,21.0,0.17347446084022522,0.2711506187915802,-3.0519587993621826,"(21, 21)",1.0,9.134651184082031,1.6015182733535767,18.891159057617188,2.7908644676208496,2.3729677200317383,1.846946358680725,"(21, 21)",1.0,"tensor(-4.3923, grad_fn=<NegBackward>)","tensor(-5.2170, grad_fn=<NegBackward>)",gab
2,supRN50_conv1_21_g4_30e_g0_30e_e35_filter_np_arr_2,2.528975248336792,15.99422836303711,0.20941804349422455,0.2543395161628723,2.4803647994995117,"(21, 21)",1.0,5.402273178100586,0.051978886127471924,14.43190860748291,0.5809397101402283,2.1740052700042725,1.9816807508468628,"(21, 21)",1.0,"tensor(-4.1835, grad_fn=<NegBackward>)","tensor(-4.1952, grad_fn=<NegBackward>)",gab
3,supRN50_conv1_21_g4_30e_g0_30e_e35_filter_np_arr_3,1.1464271545410156,18.15912628173828,0.1735464334487915,0.2997773289680481,0.17105446755886078,"(21, 21)",1.0,6.130173683166504,0.8450279831886292,8.14753246307373,1.7412725687026978,3.808835983276367,2.2790989875793457,"(21, 21)",1.0,"tensor(-2.8386, grad_fn=<NegBackward>)","tensor(-3.6679, grad_fn=<NegBackward>)",gab
4,supRN50_conv1_21_g4_30e_g0_30e_e35_filter_np_arr_4,1.1046576499938965,18.62637710571289,-0.20890352129936218,-0.06941619515419006,1.5925002098083496,"(21, 21)",1.0,3.0,-0.012583998031914234,6.863986015319824,3.8822240829467773,1.4817843437194824,0.811149537563324,"(21, 21)",1.0,"tensor(-4.0163, grad_fn=<NegBackward>)","tensor(-5.1661, grad_fn=<NegBackward>)",gab
5,supRN50_conv1_21_g4_30e_g0_30e_e35_filter_np_arr_5,2.0191922187805176,17.88545799255371,0.20566894114017487,0.24939998984336853,1.5854260921478271,"(21, 21)",1.0,3.2798421382904053,0.05866304039955139,10.368541717529297,1.7771552801132202,1.3833606243133545,3.3977465629577637,"(21, 21)",1.0,"tensor(-3.6884, grad_fn=<NegBackward>)","tensor(-4.8599, grad_fn=<NegBackward>)",gab
6,supRN50_conv1_21_g4_30e_g0_30e_e35_filter_np_arr_6,2.245779275894165,17.35041618347168,0.33906587958335876,0.07804732769727707,4.4083967208862305,"(21, 21)",1.0,4.157394886016846,-0.8759433031082153,15.699063301086426,1.56648850440979,1.3036566972732544,3.5707643032073975,"(21, 21)",1.0,"tensor(-3.8007, grad_fn=<NegBackward>)","tensor(-4.4507, grad_fn=<NegBackward>)",gab
7,supRN50_conv1_21_g4_30e_g0_30e_e35_filter_np_arr_7,4.559866905212402,19.68414878845215,0.0627036839723587,0.27982819080352783,0.22477421164512634,"(21, 21)",1.0,10.5,-0.06961903721094131,12.226736068725586,5.155957221984863,0.9052336812019348,7.486921787261963,"(21, 21)",1.0,"tensor(-3.2771, grad_fn=<NegBackward>)","tensor(-3.4139, grad_fn=<NegBackward>)",gab
8,supRN50_conv1_21_g4_30e_g0_30e_e35_filter_np_arr_8,2.4616880416870117,18.457275390625,-0.2687821388244629,-0.13641926646232605,3.346007823944092,"(21, 21)",1.0,4.084267616271973,0.5095871090888977,16.10045051574707,2.8945322036743164,1.6939269304275513,1.0807600021362305,"(21, 21)",1.0,"tensor(-4.8753, grad_fn=<NegBackward>)","tensor(-4.8845, grad_fn=<NegBackward>)",gab
9,supRN50_conv1_21_g4_30e_g0_30e_e35_filter_np_arr_9,8.8961181640625,14.68797779083252,0.3123532831668854,0.15404526889324188,-6.499648571014404,"(21, 21)",1.0,10.5,1.6370266675949097,22.76908302307129,3.879023790359497,1.507440209388733,1.7390464544296265,"(21, 21)",1.0,"tensor(-4.6593, grad_fn=<NegBackward>)","tensor(-4.9819, grad_fn=<NegBackward>)",gab
10,supRN50_conv1_21_g4_30e_g0_30e_e35_filter_np_arr_10,2.053332805633545,18.372861862182617,0.30980369448661804,0.20174071192741394,1.117682933807373,"(21, 21)",1.0,3.632228136062622,-0.28715890645980835,11.815515518188477,0.06628640741109848,1.7907788753509521,1.2650307416915894,"(21, 21)",1.0,"tensor(-3.8346, grad_fn=<NegBackward>)","tensor(-4.0316, grad_fn=<NegBackward>)",gab
11,supRN50_conv1_21_g4_30e_g0_30e_e35_filter_np_arr_11,1.1853469610214233,18.679170608520508,-0.21324530243873596,-0.07545427978038788,1.2396847009658813,"(21, 21)",1.0,3.0,0.7827426791191101,10.121708869934082,2.9161155223846436,2.678490161895752,0.5649290680885315,"(21, 21)",1.0,"tensor(-4.8657, grad_fn=<NegBackward>)","tensor(-4.9128, grad_fn=<NegBackward>)",gab
