,filename,dog_sig1,dog_sig2,dog_amp1,dog_amp2,dog_center,dog_image_size,dog_target_std,gabor_sigma,gabor_theta,gabor_Lambda,gabor_psi,gabor_gamma,gabor_center,gabor_image_size,gabor_target_std,dog_model_loss,gabor_model_loss,best_model
0,supRN50_conv1_21_g4_30e_g0_30e_e60_filter_np_arr_0,1.475496768951416,16.82594108581543,0.4065380096435547,0.13192588090896606,1.4721286296844482,"(21, 21)",1.0,3.0,0.674805760383606,11.494915962219238,-0.527862012386322,2.044107675552368,1.7140023708343506,"(21, 21)",1.0,"tensor(-4.7576, grad_fn=<NegBackward>)","tensor(-4.8222, grad_fn=<NegBackward>)",gab
1,supRN50_conv1_21_g4_30e_g0_30e_e60_filter_np_arr_1,3.5744006633758545,18.623231887817383,0.22727352380752563,0.23500260710716248,-2.001826763153076,"(21, 21)",1.0,5.878465175628662,1.5821137428283691,16.459148406982422,2.1573939323425293,1.6624631881713867,1.9177169799804688,"(21, 21)",1.0,"tensor(-3.9354, grad_fn=<NegBackward>)","tensor(-5.0994, grad_fn=<NegBackward>)",gab
2,supRN50_conv1_21_g4_30e_g0_30e_e60_filter_np_arr_2,2.262390613555908,17.87198257446289,0.2094576060771942,0.24167077243328094,1.5487645864486694,"(21, 21)",1.0,3.9809141159057617,0.8822149634361267,13.752243041992188,0.182275652885437,1.8414818048477173,1.1041864156723022,"(21, 21)",1.0,"tensor(-4.5709, grad_fn=<NegBackward>)","tensor(-4.4668, grad_fn=<NegBackward>)",dog
3,supRN50_conv1_21_g4_30e_g0_30e_e60_filter_np_arr_3,1.586816668510437,15.924993515014648,-0.2008049488067627,-0.18053752183914185,3.5436291694641113,"(21, 21)",1.0,3.0,2.5287723541259766,8.34318733215332,3.3860816955566406,1.704484224319458,-1.3931350708007812,"(21, 21)",1.0,"tensor(-3.0463, grad_fn=<NegBackward>)","tensor(-2.9403, grad_fn=<NegBackward>)",dog
4,supRN50_conv1_21_g4_30e_g0_30e_e60_filter_np_arr_4,0.5601688623428345,18.39625358581543,-0.20954109728336334,-0.01867035962641239,2.400787830352783,"(21, 21)",1.0,3.0,-0.16903293132781982,4.1854448318481445,3.8379485607147217,2.339573383331299,1.1783554553985596,"(21, 21)",1.0,"tensor(-3.7116, grad_fn=<NegBackward>)","tensor(-5.0360, grad_fn=<NegBackward>)",gab
5,supRN50_conv1_21_g4_30e_g0_30e_e60_filter_np_arr_5,1.3681670427322388,18.235023498535156,0.3602927625179291,0.1694072037935257,1.7305735349655151,"(21, 21)",1.0,3.1177046298980713,0.19778165221214294,8.736540794372559,0.9642994403839111,1.5233535766601562,1.7165040969848633,"(21, 21)",1.0,"tensor(-4.0479, grad_fn=<NegBackward>)","tensor(-5.1800, grad_fn=<NegBackward>)",gab
6,supRN50_conv1_21_g4_30e_g0_30e_e60_filter_np_arr_6,1.0793026685714722,16.471981048583984,0.40627190470695496,0.10894190520048141,3.102372646331787,"(21, 21)",1.0,3.0,-0.7136474847793579,7.146066188812256,0.5318010449409485,1.6472394466400146,1.7072029113769531,"(21, 21)",1.0,"tensor(-4.2806, grad_fn=<NegBackward>)","tensor(-4.9311, grad_fn=<NegBackward>)",gab
7,supRN50_conv1_21_g4_30e_g0_30e_e60_filter_np_arr_7,1.4242475032806396,16.261281967163086,-0.15108174085617065,-0.32368871569633484,2.389594316482544,"(21, 21)",1.0,3.0763144493103027,-1.6908655166625977,17.830997467041016,-0.28397589921951294,0.7897074222564697,1.8512439727783203,"(21, 21)",1.0,"tensor(-3.5081, grad_fn=<NegBackward>)","tensor(-3.8307, grad_fn=<NegBackward>)",gab
8,supRN50_conv1_21_g4_30e_g0_30e_e60_filter_np_arr_8,2.9602935314178467,14.930341720581055,0.33094286918640137,0.1928003430366516,-2.6866345405578613,"(21, 21)",1.0,3.0,1.1246167421340942,13.654688835144043,2.4260506629943848,1.5718618631362915,1.1034049987792969,"(21, 21)",1.0,"tensor(-2.3427, grad_fn=<NegBackward>)","tensor(-4.6113, grad_fn=<NegBackward>)",gab
9,supRN50_conv1_21_g4_30e_g0_30e_e60_filter_np_arr_9,2.001965045928955,8.49326229095459,-0.09942472726106644,-0.3872743844985962,-6.8112287521362305,"(21, 21)",1.0,10.5,1.592581868171692,25.95793342590332,1.4013853073120117,1.6926029920578003,2.307610511779785,"(21, 21)",1.0,"tensor(-3.9873, grad_fn=<NegBackward>)","tensor(-4.2352, grad_fn=<NegBackward>)",gab
10,supRN50_conv1_21_g4_30e_g0_30e_e60_filter_np_arr_10,1.4774917364120483,17.303667068481445,0.3189867436885834,0.19309191405773163,1.689589262008667,"(21, 21)",1.0,3.0,2.899853467941284,7.131464958190918,-1.490967035293579,1.471553921699524,4.137375831604004,"(21, 21)",1.0,"tensor(-3.5508, grad_fn=<NegBackward>)","tensor(-4.3249, grad_fn=<NegBackward>)",gab
11,supRN50_conv1_21_g4_30e_g0_30e_e60_filter_np_arr_11,1.0051137208938599,18.693571090698242,-0.21466650068759918,-0.050555892288684845,1.5484038591384888,"(21, 21)",1.0,3.0,1.4281940460205078,11.33682632446289,2.9065918922424316,3.56272554397583,1.1886210441589355,"(21, 21)",1.0,"tensor(-5.1010, grad_fn=<NegBackward>)","tensor(-4.9457, grad_fn=<NegBackward>)",dog
12,supRN50_conv1_21_g4_30e_g0_30e_e60_filter_np_arr_12,1.694392204284668,17.33537483215332,0.37626752257347107,0.15641942620277405,2.4179604053497314,"(21, 21)",1.0,3.0,0.890083909034729,12.773869514465332,-0.4122335910797119,1.8481196165084839,1.064286470413208,"(21, 21)",1.0,"tensor(-4.8358, grad_fn=<NegBackward>)","tensor(-4.8675, grad_fn=<NegBackward>)",gab
13,supRN50_conv1_21_g4_30e_g0_30e_e60_filter_np_arr_13,6.95578145980835,21.0,0.0897592231631279,0.3331066370010376,-3.6521894931793213,"(21, 21)",1.0,8.084277153015137,0.7220679521560669,17.499040603637695,1.7575757503509521,1.4484045907092735e-11,3.7311675548553467,"(21, 21)",1.0,"tensor(-4.2304, grad_fn=<NegBackward>)","tensor(-4.0185, grad_fn=<NegBackward>)",dog
14,supRN50_conv1_21_g4_30e_g0_30e_e60_filter_np_arr_14,1.9175516366958618,18.71704864501953,-0.22930866479873657,-0.10813930630683899,0.8523440361022949,"(21, 21)",1.0,3.0,1.0886878967285156,14.219795227050781,3.1228411197662354,1.6148821115493774,1.9371860027313232,"(21, 21)",1.0,"tensor(-4.8912, grad_fn=<NegBackward>)","tensor(-4.8832, grad_fn=<NegBackward>)",dog
15,supRN50_conv1_21_g4_30e_g0_30e_e60_filter_np_arr_15,0.7013943791389465,17.865400314331055,0.4330798387527466,0.05624469742178917,1.6661226749420166,"(21, 21)",1.0,3.0,-0.34096384048461914,4.723923206329346,-0.7375372648239136,2.0656497478485107,1.460891842842102,"(21, 21)",1.0,"tensor(-3.7066, grad_fn=<NegBackward>)","tensor(-5.0801, grad_fn=<NegBackward>)",gab
16,supRN50_conv1_21_g4_30e_g0_30e_e60_filter_np_arr_16,5.142742156982422,21.0,0.03602444380521774,-0.4271322786808014,0.04102402552962303,"(21, 21)",1.0,3.4249377250671387,0.18601781129837036,18.55167579650879,0.3094998598098755,0.5434737801551819,5.680414199829102,"(21, 21)",1.0,"tensor(-3.6364, grad_fn=<NegBackward>)","tensor(-3.6428, grad_fn=<NegBackward>)",gab
17,supRN50_conv1_21_g4_30e_g0_30e_e60_filter_np_arr_17,2.521252155303955,19.036117553710938,0.39746013283729553,-0.12294934689998627,1.6840859651565552,"(21, 21)",1.0,3.0,-1.43380868434906,12.925901412963867,-0.07946086674928665,1.0852713584899902,2.832202911376953,"(21, 21)",1.0,"tensor(-3.4891, grad_fn=<NegBackward>)","tensor(-3.5163, grad_fn=<NegBackward>)",gab
18,supRN50_conv1_21_g4_30e_g0_30e_e60_filter_np_arr_18,0.627090573310852,18.20346450805664,0.3826525807380676,0.08372291922569275,0.6535918712615967,"(21, 21)",1.0,3.0,0.7625988721847534,4.8125457763671875,3.069312572479248,2.0617380142211914,2.077486515045166,"(21, 21)",1.0,"tensor(-2.6114, grad_fn=<NegBackward>)","tensor(-5.0408, grad_fn=<NegBackward>)",gab
